,Life_Years,Costs,Util
0,1.0,28692.6,0.7566
1,1.975955221110791,28692.6,1.513941251581974
2,2.9430831430408655,30505.797408959,2.24765198130693
3,3.898028930063746,33641.179170536045,2.940858452231786
4,4.817453422717322,36399.16985487305,3.616685075851067
5,5.706929903325458,38906.40266497973,4.276064620500576
6,6.570369942888776,41248.89230173468,4.919709710813311
7,7.410536522238735,43484.635108065595,5.54818064366409
8,8.229399276867083,45652.3293946664,6.161932342691215
9,9.028380400973985,47777.40908316011,6.761346858604758
10,9.80852482491129,49876.216953964264,7.346755853634794
11,10.570617946388435,51958.889728475624,7.918456144844089
12,11.31526703908475,54031.351269963096,8.476720436555828
13,12.042464546640355,56095.31636461153,9.021435145861627
14,12.75263561308132,58151.99336871859,9.552862327598781
15,13.446148291022821,60201.352076481475,10.071255387293254
16,14.1233321073972,62242.574919240804,10.576861475007705
17,14.784490785265247,64274.36513654301,11.06992310095958
18,15.429910925284132,66295.1561825613,11.550679212505104
19,16.059867895048548,68303.25298509772,12.01936589862757
20,16.674629790218653,70296.9262330004,12.476216837194446
21,17.27446006540076,72274.47433574763,12.921463565004192
22,17.85961924869265,74234.2631797559,13.355335626218611
23,18.430366026417182,76174.75067945322,13.778060637840973
24,18.986957896390827,78094.50095820487,14.189864299149948
25,19.529263657109517,79990.85368929851,14.59068339189192
26,20.05755894828507,81862.63381278273,14.980754781668487
27,20.57211821120897,83708.7838215577,15.360312789945914
28,21.073214630067234,85528.36067252433,15.729589124620295
29,21.561120017040363,87320.53141140804,16.0888128065968
30,22.036104663127144,89084.5680304194,16.438210095513504
31,22.498437169771048,90819.84191185783,16.778004416779666
32,22.948384271613193,92525.8180962138,17.10841629142162
33,23.386210657398767,94202.04953436796,17.42966326975117
34,23.81217879377566,95848.17142912459,17.7419598695312
35,24.226548755135376,97463.89573395003,18.045517519070273
36,24.62957806154238,99049.00585116111,18.34054450550322
37,25.021231972245786,100602.2127422327,18.62703396816806
38,25.401778587788023,102123.4727344243,18.90519989317417
39,25.771482466604887,103612.79922959843,19.17525255418489
40,26.130604512889203,105070.2581825793,19.437398491961826
41,26.47940187541542,106495.96383237293,19.691840499133082
42,26.818127857093774,107890.07467871084,19.93877761002073
43,27.14703183493973,109252.78969499028,20.17840509534361
44,27.466359190089314,110584.3447678966,20.41091446159816
45,27.776351247455768,111885.0093536145,20.636493454910507
46,28.07724522460182,113155.08334043255,20.85532606914724
47,28.369274189390538,114394.89410762697,21.067592558068853
48,28.65266702597393,115604.79377071316,21.27346945130858
49,28.927436668973865,116784.2526151696,21.472975751042725
50,29.19381629184547,117933.70947527261,21.666290005576638
51,29.452034319625614,119053.61974769873,21.8535867181894
52,29.70231443736266,120144.45323842774,22.035036387770027
53,29.944875604752912,121206.69215930172,22.210805552092275
54,30.17993207656183,122240.82926575429,22.381056833516997
55,30.407693428422917,123247.36612763148,22.545948986917534
56,30.628364587622713,124226.81152542177,22.705636949630627
57,30.842145868495763,125179.67996459496,22.860271893242523
58,31.049233012069205,126106.4903011186,23.010001277027346
59,31.2498172296122,127007.76447157367,23.154968902862308
60,31.44408524976093,127884.02632163129,23.295314971451855
61,31.632065777219513,128735.10773907116,23.431065179650368
62,31.813946550051067,129561.57250580464,23.562359878338874
63,31.989910549856727,130363.9820403997,23.689335667843686
64,32.16013607456238,131142.89456929747,23.812125469211914
65,32.324796813099404,131898.86437306833,23.930858595809923
66,32.48406192172766,132632.44110285916,24.04566082511898
67,32.63809610176356,133344.16916245304,24.15665447061002
68,32.787059678490245,134034.58715161946,24.263958453586813
69,32.931108681040314,134704.22736667687,24.367688374894005
70,33.070394923054785,135353.6153544208,24.467956586393512
71,33.20506608393439,135983.26951579028,24.564872262119348
72,33.335265790511365,136593.70075585437,24.65854146902743
73,33.46101877725802,137184.87337529814,24.74898455945247
74,33.58246856019957,137757.31592872005,24.836307218577772
75,33.699754479059884,138311.54731644108,24.920611961209268
76,33.81301179320616,138848.07662105624,25.001998210899053
77,33.922371776926084,139367.40297677473,25.080562378009194
78,34.02796181392975,139870.01546900018,25.156397936670476
79,34.12990549097816,140356.3930617616,25.229595500595696
80,34.22832269054885,140827.00455075435,25.3002428977118
81,34.323329682457576,141282.30853989272,25.368425243579715
82,34.415039214362885,141722.75343940785,25.43422501357481
83,34.50356060108772,142148.77748365197,25.497722113805015
84,34.58899981269942,142560.8087668876,25.558993950747187
85,34.671372942488475,142958.8475755602,25.618053381814303
86,34.75078565904064,143343.32984295252,25.674977440854008
87,34.827340230467165,143714.68027883032,25.72984063562539
88,34.90113562020698,144073.31250499474,25.78271502195988
89,34.97226758093262,144419.62920119753,25.83367027624122
90,35.0408287465453,144754.02226021633,25.88277376621213
91,35.10690872224875,145076.87295097424,25.93009062011756
92,35.17059417269606,145388.5520886689,25.97568379419664
93,35.23196890820751,145689.420210953,26.019614138537136
94,35.29111396906089,145979.82775927975,26.061940461308165
95,35.34810770785947,146260.11526459426,26.10271959138845
96,35.40302586998554,146530.61353661428,26.142006439408746
97,35.455875777989384,146791.31929567616,26.17980691847168
98,35.50673308074221,147042.56759769566,26.216175789909727
99,35.555670786423065,147284.6831958086,26.2511658798594
100,35.60275934748236,147517.9807841955,26.2848281429965
101,35.648066743295686,147742.76524120857,26.317211724440448
102,35.69165856054438,147959.33187134794,26.348364019864217
103,35.73359807136053,148167.96664567603,26.378330733846678
104,35.773946309275274,148368.94644030047,26.40715593650441
105,35.81276214301026,148562.53927259255,26.434882118440207
106,35.85010234815287,148749.0045348437,26.461550244045604
107,35.886021676756506,148928.59322509452,26.487199803194702
108,35.920572924907724,149101.5481749009,26.511868861366544
109,35.953756935603806,149267.85367241825,26.535558364238554
110,35.98562667733138,149427.75579248066,26.55830645960991
111,36.01623313179822,149581.49207811969,26.580149852466043
112,36.04562536465666,149729.29180067906,26.601123857077607
113,36.07385059393466,149871.37621435442,26.62126244736278
114,36.10095425623488,150007.9588051016,26.640598305562154
115,36.12698007076172,150139.2455338753,26.659162869274514
116,36.15197010123526,150265.4350741762,26.676986376901063
117,36.17596481575044,150386.71904389962,26.69409791154462
118,36.199003144638795,150503.2822314925,26.710525443409537
119,36.221122536389295,150615.30281643762,26.726295870747066
120,36.24235901168378,150722.95258409486,26.74143505939002
121,36.262710837637805,150826.21273148837,26.755941947573877
122,36.28221430263921,150925.25760080366,26.76984257129994
123,36.30090423979898,151020.25489337594,26.783161916406552
124,36.318814083331006,151111.3659049676,26.795923959630244
125,36.33597592286713,151198.74575385507,26.808151708138993
126,36.35242055577574,151282.54360186573,26.81986723758971
127,36.36817753755032,151362.90286850862,26.831091728760597
128,36.38327523033268,151439.9614383459,26.84184550280761
129,36.39774084963383,151513.85186175408,26.85214805519272
130,36.41160050931362,151584.70154922624,26.86201808833035
131,36.42487926487877,151652.63295936675,26.871473542996952
132,36.43760115515693,151717.7637807315,26.880531628547317
133,36.44976494584695,151780.08271933882,26.8891915526415
134,36.46139484656476,151839.70894815045,26.89747063567371
135,36.4725140333895,151896.75672771785,26.90538545557886
136,36.483144691968285,151951.33559992653,26.91295187898925
137,36.49330805888606,152003.55057466656,26.920185091124882
138,36.50302446136651,152053.50230964867,26.92709962446632
139,36.5123133553676,152101.2872835826,26.933709386257306
140,36.52119336213326,152146.9979629288,26.940027684882644
141,36.52968230326041,152190.72296243114,26.94606725516522
142,36.53779723433873,152232.5471996334,26.951840282624488
143,36.54555447721831,152272.55204357815,26.957358426737155
144,36.55296965095845,152310.81545788134,26.962632843239447
