x,Curve1
-0.447,99.69
1.078,96.285
1.681,89.164
2.052,80.805
3.311,72.446
4.133,65.015
4.981,60.372
6.037,54.18
7.532,47.368
8.802,40.248
10.517,33.127
12.025,27.864
15.084,21.981
18.585,15.789
22.991,11.455
28.297,8.359
34.061,6.811
40.047,5.263
46.041,4.644
54.036,4.025
61.589,3.715
68.03,3.406
74.694,3.096
80.247,2.786
