x,Curve1
0.7059,100
2.3824,100
5.2939,99.725
8.2934,99.174
10.0561,96.97
12.3466,92.837
14.0185,87.603
15.9565,84.022
17.0977,77.41
18.3277,71.35
19.2924,64.738
22.1133,61.708
26.4305,54.545
29.2533,53.719
31.4587,53.168
34.8116,53.168
37.6344,52.342
46.1894,47.934
50.1595,47.383
53.8644,46.281
56.9519,45.455
59.7742,44.077
62.861,42.424
65.507,41.322
68.0656,41.047
70.3593,40.496
71.9473,40.22
