x,Curve1
2.014,100.016
4.025,99.473
6.789,98.377
9.038,95.042
11.519,87.799
14.761,81.679
17.494,74.437
21.239,68.321
25.228,60.531
28.218,54.409
29.437,46.597
32.173,39.914
37.446,37.162
44.738,35.543
49.242,29.991
53.262,28.346
57.533,26.703
62.311,25.623
66.834,23.982
