x,Curve1
0.534,100.36
2.438,98.201
4.764,95.324
6.984,92.446
7.577,83.813
9.137,76.978
10.486,70.504
11.727,63.669
12.437,57.194
12.618,51.079
13.214,43.165
14.569,37.77
15.808,30.576
18.326,23.741
23.412,19.424
26.369,15.108
33.708,14.388
38.809,12.95
42.103,11.871
