x,Curve1
0.7067,99.725
2.3853,98.072
4.1521,93.939
7.1558,92.287
8.1276,88.981
9.8061,84.298
12.2798,81.818
14.5767,79.063
15.6368,69.146
18.5521,63.085
22.1742,60.882
24.1178,56.198
26.0613,49.862
28.9767,46.832
33.1288,42.975
37.546,39.394
40.7264,33.609
44.7902,31.956
49.4724,31.956
53.9779,30.854
57.335,24.518
62.9006,20.11
67.7595,13.499
71.8233,12.121
