x,Curve1
4.28,100.033
9.561,98.963
13.061,93.99
16.051,87.902
18.527,79.587
21.752,70.168
25.503,65.197
28.242,59.107
30.989,54.684
35.506,51.941
39.515,48.083
42.256,42.548
48.027,38.704
56.061,34.321
64.867,33.278
74.428,32.241
