x,Curve1
-0.0885,100
0.4364,93.372
1.8458,86.747
2.8119,79.016
3.7805,74.048
5.4577,70.187
7.3122,66.879
8.458,62.187
10.2228,57.498
11.7214,51.702
13.575,47.29
15.8716,43.707
17.9006,37.638
20.5517,34.885
22.8481,31.027
25.5869,27.446
28.2395,26.351
30.7142,24.151
34.6047,22.508
38.5843,21.695
42.3868,20.605
44.8627,19.785
47.1617,18.965
49.0168,16.21
51.5807,14.839
54.8529,14.299
59.5402,13.488
64.4041,12.402
68.5606,11.589
