x,Curve1
0.0885,100
1.7698,99.167
3.8943,97.23
4.7847,90.615
5.4974,84.827
7.2702,80.688
8.8674,74.897
10.1101,69.934
11.6185,64.694
13.3037,59.453
15.3437,53.109
17.2039,50.072
18.7122,44.832
20.5736,40.417
23.3185,37.101
28.3628,34.327
31.9013,33.762
36.1478,32.92
41.8102,31.245
45.5259,30.404
51.3645,29.556
58.7953,28.701
67.2874,27.842
72.0643,27.272
