0.000000,0.011916,0.015473,0.015661,0.012833,0.022580,0.017967,0.032755,0.031170,0.041231,0.041225,0.034467,0.034280,0.060594,0.069116,0.075638,0.082721,0.090403,0.098721,0.107714,0.117419,0.127874,0.139113,0.151168,0.164069,0.177840,0.192501,0.208064,0.224537,0.241914,0.260186,0.279329,0.299310,0.320086,0.341601,
0.000000,0.000000,0.007564,0.020069,0.016522,0.020727,0.016930,0.015910,0.037796,0.036129,0.042153,0.018256,0.032464,0.044722,0.052286,0.075638,0.082721,0.090403,0.098721,0.107714,0.117419,0.127874,0.139113,0.151168,0.164069,0.177840,0.192501,0.208064,0.224537,0.241914,0.260186,0.279329,0.299310,0.320086,0.341601,
0.000000,0.000000,0.000000,0.012926,0.014149,0.012865,0.015507,0.022237,0.029239,0.028260,0.039401,0.047473,0.054942,0.068911,0.097770,0.029061,0.082721,0.090403,0.098721,0.107714,0.117419,0.127874,0.139113,0.151168,0.164069,0.177840,0.192501,0.208064,0.224537,0.241914,0.260186,0.279329,0.299310,0.320086,0.341601,
0.000000,0.000000,0.000000,0.000000,0.009680,0.019831,0.011905,0.019663,0.028209,0.024887,0.023559,0.035549,0.047358,0.041423,0.072718,0.031576,0.050813,0.090403,0.098721,0.107714,0.117419,0.127874,0.139113,0.151168,0.164069,0.177840,0.192501,0.208064,0.224537,0.241914,0.260186,0.279329,0.299310,0.320086,0.341601,
0.000000,0.000000,0.000000,0.000000,0.000000,0.014372,0.014714,0.018296,0.023604,0.025333,0.030581,0.036134,0.044161,0.050088,0.047299,0.072025,0.032769,0.090403,0.098721,0.107714,0.117419,0.127874,0.139113,0.151168,0.164069,0.177840,0.192501,0.208064,0.224537,0.241914,0.260186,0.279329,0.299310,0.320086,0.341601,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014215,0.006364,0.019853,0.018463,0.026740,0.020925,0.044104,0.048997,0.061600,0.049770,0.053362,0.076465,0.067976,0.107714,0.117419,0.127874,0.139113,0.151168,0.164069,0.177840,0.192501,0.208064,0.224537,0.241914,0.260186,0.279329,0.299310,0.320086,0.341601,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008128,0.012970,0.020991,0.024508,0.031290,0.042429,0.052603,0.036293,0.051814,0.089808,0.101315,0.062738,0.132283,0.117419,0.127874,0.139113,0.151168,0.164069,0.177840,0.192501,0.208064,0.224537,0.241914,0.260186,0.279329,0.299310,0.320086,0.341601,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018239,0.014933,0.027526,0.024793,0.036543,0.047967,0.042844,0.046752,0.066089,0.098521,0.105402,0.096469,0.094517,0.127874,0.139113,0.151168,0.164069,0.177840,0.192501,0.208064,0.224537,0.241914,0.260186,0.279329,0.299310,0.320086,0.341601,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016536,0.025049,0.024816,0.030877,0.030822,0.025701,0.034826,0.062340,0.098016,0.089123,0.077335,0.095831,0.126786,0.139113,0.151168,0.164069,0.177840,0.192501,0.208064,0.224537,0.241914,0.260186,0.279329,0.299310,0.320086,0.341601,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017650,0.023661,0.017168,0.035850,0.030703,0.035490,0.059278,0.078761,0.066526,0.076229,0.102486,0.071855,0.112865,0.151168,0.164069,0.177840,0.192501,0.208064,0.224537,0.241914,0.260186,0.279329,0.299310,0.320086,0.341601,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022610,0.029735,0.029595,0.038359,0.024062,0.055979,0.054833,0.086630,0.083049,0.087536,0.120302,0.117996,0.033958,0.164069,0.177840,0.192501,0.208064,0.224537,0.241914,0.260186,0.279329,0.299310,0.320086,0.341601,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018067,0.035474,0.025875,0.035527,0.053026,0.054220,0.083679,0.101174,0.117176,0.051240,0.138383,0.094577,0.171437,0.177840,0.192501,0.208064,0.224537,0.241914,0.260186,0.279329,0.299310,0.320086,0.341601,
